u,v,key,length,highway,name
149649295,8186011392,0,91.9901327159276,secondary,South Saint Mary's Street
149649295,12240932723,0,6.997986431674074,secondary,South Saint Mary's Street
149649298,1675466090,0,66.75779771038728,residential,Madison Street
149649298,1675466278,0,72.67295880858299,residential,Madison Street
149649298,149937931,0,100.38510527428818,residential,Turner Street
149649298,1584262708,0,104.00046554514904,residential,Turner Street
149649302,11257936944,0,162.68010779430773,residential,Madison Street
149649302,1675466320,0,30.53405578160161,residential,Madison Street
149649302,149937928,0,115.00689415241112,residential,Beauregard Street
149649302,11257936962,0,98.1223141576182,residential,Beauregard Street
149649305,11257936943,0,8.123944118945628,residential,Madison Street
149649305,11257936944,0,7.485406197119539,residential,Madison Street
149649305,11257936948,0,5.944352903769895,residential,East Sheridan Street
149649305,11257936947,0,8.09036610790809,residential,East Sheridan Street
149649307,11257940506,0,6.134572006052679,residential,Madison Street
149649307,11257940508,0,8.85987739145347,residential,Madison Street
149649307,11257930126,0,5.125999233060237,residential,East Johnson Street
149649307,11257940510,0,9.791985539329831,residential,East Johnson Street
149649310,11257940513,0,5.272096596128228,residential,Madison Street
149649310,11257930131,0,48.81462863542548,residential,East Guenther Street
149649310,149700473,0,104.46281417746641,residential,East Guenther Street
149652545,12101590881,0,9.577425272231805,residential,Cassiano Street
149652545,12101590821,0,27.304319986108418,secondary,South Flores Street
149652545,12101590875,0,7.568074470936618,service,Unnamed
149652545,12101590962,0,12.374198566325164,secondary,South Flores Street
149656027,496806853,0,25.7762229141062,footway,Unnamed
149656027,149656059,0,21.302598557861245,footway,Unnamed
149656027,2511778677,0,153.93468289042093,footway,River Walk
149656027,922115024,0,90.5975345048949,footway,River Walk
149656059,149656027,0,21.302598557861245,footway,Unnamed
149656059,149656082,0,104.70025133834636,footway,River Walk
149656059,924505083,0,133.98751260738712,footway,River Walk
149656082,1155295548,0,23.418679005324094,steps,Unnamed
149656082,11235909914,0,130.3218974029274,footway,River Walk
149656082,149656059,0,104.70025133834638,footway,River Walk
149656140,150122283,0,16.458794867179716,footway,Unnamed
149656140,149656146,0,69.13849621074387,footway,River Walk
149656140,10795180655,0,84.27572808857776,footway,River Walk
149656146,11117680492,0,7.996667486763384,"['footway', 'steps']",Unnamed
149656146,149656159,0,62.1566543873436,footway,River Walk
149656146,149656140,0,69.13849621074387,footway,River Walk
149656159,12239804937,0,29.40765468553289,"['footway', 'steps']",Unnamed
149656159,11183762164,0,23.78988358593478,footway,River Walk
149656159,149656146,0,62.15665438734361,footway,River Walk
149672181,11256028119,0,9.279382012359287,secondary,Guadalupe Street
149672181,6301719847,0,42.76652982954013,secondary,South Flores Street
149672181,149782304,0,42.04133613005776,secondary,South Flores Street
149672181,11690607041,0,5.861826225883603,service,Unnamed
149672195,11255918805,0,9.171723318107322,secondary,Guadalupe Street
149672195,11255918796,0,7.93513911119898,secondary,Guadalupe Street
149672195,11255918804,0,7.428712609520988,secondary,South Laredo Street
149672204,149672212,0,12.774689283623658,secondary,Guadalupe Street
149672204,11255918805,0,28.449054352091075,secondary,Guadalupe Street
149672212,8435139270,0,10.628724975028089,secondary,Guadalupe Street
149672212,11255918812,0,8.700223319500543,residential,South San Saba Street
149672212,149672204,0,12.774689283623658,secondary,Guadalupe Street
149672217,8435139270,0,12.766992366909324,secondary,Guadalupe Street
149672217,11255918816,0,9.526272700813793,residential,South San Saba Street
149672217,11255832091,0,77.13602236627548,secondary,Guadalupe Street
149672236,11255832088,0,12.90726568476575,motorway_link,Unnamed
149672236,11255774031,0,13.778130925630022,secondary,Guadalupe Street
149672236,11255832091,0,6.943656496803428,secondary,Guadalupe Street
149672236,11255832089,0,13.298808850319013,secondary,South Pecos-La Trinidad
149678059,149678063,0,59.70404527071579,residential,Marplay
149678059,149932003,0,63.099148943995516,tertiary,West Carolina Street
