u,v,key,length,highway,name
149453369,583305266,0,387.9596608241391,motorway_link,Unnamed
149453395,149453369,0,397.02598140604346,motorway_link,Unnamed
149453395,149606358,0,191.96255621006023,secondary,Northeast Loop 410
149453406,149524138,0,788.6887459879714,motorway_link,Unnamed
149453416,149453406,0,366.17206674853213,motorway_link,Unnamed
149453416,149985983,0,230.54952059923068,motorway_link,Unnamed
149458708,9334853057,0,22.12188000877647,secondary,Interstate 37 South
149458708,149539313,0,37.65603451634988,residential,Carolina Street
149458714,149458708,0,258.1518939430939,motorway_link,Unnamed
149458714,149458725,0,710.7740955150788,motorway,William J Bordelon Freeway
149458716,9334853044,0,20.644208448785772,tertiary,Florida Street
149458716,9334853033,0,24.33961129716515,motorway_link,Unnamed
149458725,149498791,0,149.12287306390024,motorway,William J Bordelon Freeway
149458751,149458756,0,196.25307319602845,motorway_link,Unnamed
149458756,149460169,0,342.09166794605824,motorway_link,Unnamed
149459044,149735470,0,13.997057155955014,residential,Hines Avenue
149459044,3455152827,0,395.1333222838606,motorway_link,Unnamed
149459044,3448328306,0,165.0389263607371,secondary,Interstate 35 North
149460121,4331976962,0,158.00955380175768,secondary,Interstate 35 North
149460126,6131684307,0,219.4329099561128,secondary,Interstate 35 North
149460126,8189172350,0,39.08739324667715,residential,Petroleum Drive
149460169,149512181,0,231.8407742931957,motorway_link,Unnamed
149462624,1672908190,0,606.5669982557458,motorway_link,Unnamed
149462624,149462636,0,726.8485257600929,motorway,William J Bordelon Freeway
149462636,149500038,0,424.548508038186,motorway,William J Bordelon Freeway
149466472,149551284,0,74.61168639730522,tertiary,South Gevers Street
149466472,149901957,0,429.5739937783931,secondary,Interstate 10 East
149467040,1131435310,0,332.19064355793876,motorway_link,Unnamed
149467040,149691149,0,156.36600082599034,secondary,Interstate 10 East
149473540,149728884,0,40.20426913444515,unclassified,Aransas Avenue
149473540,149703646,0,109.24058286940536,unclassified,Aransas Avenue
149473540,149473542,0,47.2631639749059,secondary_link,Unnamed
149473542,149728884,0,38.88586674224435,secondary,South Hackberry Street
149473542,1470387388,0,18.758613125478117,secondary,South Hackberry Street
149473542,149473540,0,47.26316397490589,secondary_link,Unnamed
149474737,149815533,0,41.32640222298428,primary,North W. W. White Road
149478156,149467040,0,156.9362993277485,secondary,Interstate 10 East
149480587,2513510657,0,40.5295116360078,primary,Old Seguin Road
149480587,149934084,0,59.32450073377055,secondary,Northeast Loop 410
149480587,11640813733,0,189.86875818781687,secondary,Northeast Loop 410
149480623,149474737,0,135.52713709629745,secondary,Northeast Loop 410
149480795,583305266,0,380.98767747729994,motorway_link,Unnamed
149481497,149481498,0,19.8552272763294,residential,Unnamed
149481497,149892024,0,144.55364128038693,residential,North Mesquite Street
149481497,149538854,0,263.9766506898586,residential,"['North Cherry Street', 'Milam Street']"
149481498,149481497,0,19.8552272763294,residential,Unnamed
149482240,149532242,0,70.37456738622518,residential,G Street
149486229,9334853050,0,22.41668240778688,secondary,Interstate 37 South
149486229,9334853030,0,22.121432488681112,tertiary,Florida Street
149486233,9334853032,0,244.40075621348996,motorway_link,Unnamed
149486233,149494609,0,707.11393012474,motorway,William J Bordelon Freeway
149487675,2517024837,0,35.79834996163472,residential,Roland Avenue
149489898,149594862,0,13.496103266401196,tertiary,Spriggsdale
