u,v,key,osmid,highway,lanes,oneway,reversed,length,geometry,ref,name,bridge,maxspeed,service,access,tunnel,width
149706187,8170639418,0,15186823,residential,,False,False,37.27331898063787,"LINESTRING (-98.4792109 29.4022516, -98.4792012 29.4019165)",,Hoefgen Avenue,,,,,,
149706187,149645320,0,15172498,residential,,False,True,333.1851626865595,"LINESTRING (-98.4792109 29.4022516, -98.477913 29.402264, -98.476222 29.40229, -98.475772 29.402301)",,West Boyer Street,,,,,,
149706187,6915524568,0,"[15146307, 360111167]",residential,,False,False,238.6934505993133,"LINESTRING (-98.4792109 29.4022516, -98.4792111 29.4024782, -98.4792119 29.4033774, -98.4780992 29.4036974)",,"['Hoefgen Avenue', 'Essex Street']",,,,,,
149706916,149706918,0,15143670,residential,,False,False,72.2934144527025,"LINESTRING (-98.469736 29.424403, -98.469752 29.425053)",,Wheeler Alley,,,,,,
149706916,1547031889,0,15143670,residential,,False,True,71.7224638397295,"LINESTRING (-98.469736 29.424403, -98.469731 29.423758)",,Wheeler Alley,,,,,,
149706916,149881754,0,15154332,residential,,False,False,118.0632054180011,"LINESTRING (-98.469736 29.424403, -98.468517 29.424408)",,May Street,,,,,,
149706918,149706922,0,15143670,residential,,False,False,72.2877699249411,"LINESTRING (-98.469752 29.425053, -98.469739 29.425703)",,Wheeler Alley,,,,,,
149706918,149706916,0,15143670,residential,,False,True,72.2934144527025,"LINESTRING (-98.469752 29.425053, -98.469736 29.424403)",,Wheeler Alley,,,,,,
149706918,149981835,0,156137181,secondary,,False,False,119.12733542670128,"LINESTRING (-98.469752 29.425053, -98.468522 29.425049)",,East Houston Street,,,,,,
149706918,150027935,0,156137181,secondary,,False,True,48.958087105564225,"LINESTRING (-98.469752 29.425053, -98.4702575 29.425053)",,East Houston Street,,,,,,
149706922,149706925,0,15143670,residential,,False,False,70.49828181547647,"LINESTRING (-98.469739 29.425703, -98.469736 29.426337)",,Wheeler Alley,,,,,,
149706922,149706918,0,15143670,residential,,False,True,72.2877699249411,"LINESTRING (-98.469739 29.425703, -98.469752 29.425053)",,Wheeler Alley,,,,,,
149706922,149981837,0,15168981,residential,,False,False,118.06136349690856,"LINESTRING (-98.469739 29.425703, -98.468899 29.425706, -98.468521 29.425682)",,Florence Street,,,,,,
149706925,149706922,0,15143670,residential,,False,True,70.49828181547647,"LINESTRING (-98.469736 29.426337, -98.469739 29.425703)",,Wheeler Alley,,,,,,
149706925,149958435,0,336158846,residential,,False,False,117.76994023068127,"LINESTRING (-98.469736 29.426337, -98.46852 29.426341)",,Dawson Street,,,,,,
149706925,149958432,0,336158846,residential,,False,True,50.36485734587419,"LINESTRING (-98.469736 29.426337, -98.470256 29.426332)",,Dawson Street,,,,,,
149709727,149709731,0,15143863,residential,,False,False,155.60399833938533,"LINESTRING (-98.465656 29.429385, -98.4640493 29.4293883)",,Blaine Street,,,,,,
149709727,149741182,0,15160496,residential,,False,False,45.47920170816263,"LINESTRING (-98.465656 29.429385, -98.465654 29.429794)",,North Palmetto Street,,,,,,
149709727,149839324,0,15160496,residential,,False,True,47.32621313529026,"LINESTRING (-98.465656 29.429385, -98.465652 29.4289594)",,North Palmetto Street,,,,,,
149709731,149709734,0,15143863,residential,,False,False,145.105790093401,"LINESTRING (-98.4640493 29.4293883, -98.462551 29.4293914)",,Blaine Street,,,,,,
149709731,149709727,0,15143863,residential,,False,True,155.60399833938533,"LINESTRING (-98.4640493 29.4293883, -98.465656 29.429385)",,Blaine Street,,,,,,
149709731,149741185,0,15165405,residential,,False,False,45.50104475093099,"LINESTRING (-98.4640493 29.4293883, -98.4640497 29.4297975)",,Saint Charles,,,,,,
149709731,149839329,0,15165405,residential,,False,True,47.357995070544746,"LINESTRING (-98.4640493 29.4293883, -98.464049 29.4289624)",,Saint Charles,,,,,,
149709734,149709737,0,15143863,residential,,False,False,145.7352872966643,"LINESTRING (-98.462551 29.4293914, -98.4610462 29.4293945)",,Blaine Street,,,,,,
149709734,149709731,0,15143863,residential,,False,True,145.105790093401,"LINESTRING (-98.462551 29.4293914, -98.4640493 29.4293883)",,Blaine Street,,,,,,
149709734,149741188,0,15167883,residential,,False,False,45.51214776846495,"LINESTRING (-98.462551 29.4293914, -98.462551 29.4298007)",,Saint James,,,,,,
149709734,149839333,0,15167883,residential,,False,True,47.40590791838814,"LINESTRING (-98.462551 29.4293914, -98.4625569 29.4289651)",,Saint James,,,,,,
149709737,149590436,0,15143863,residential,,False,False,143.31409664012153,"LINESTRING (-98.4610462 29.4293945, -98.4595664 29.4293975)",,Blaine Street,,,,,,
149709737,149709734,0,15143863,residential,,False,True,145.7352872966643,"LINESTRING (-98.4610462 29.4293945, -98.462551 29.4293914)",,Blaine Street,,,,,,
149709737,149781594,0,100117994,secondary,4,False,False,46.924521214853016,"LINESTRING (-98.4610462 29.4293945, -98.4610476 29.4289725)",,North New Braunfels Avenue,,30 mph,,,,
149709737,149741193,0,100117994,secondary,4,False,True,44.61464740014119,"LINESTRING (-98.4610462 29.4293945, -98.4610517 29.4297957)",,North New Braunfels Avenue,,30 mph,,,,
149709739,149642605,0,15143863,residential,,False,False,138.7235689374684,"LINESTRING (-98.4581194 29.4294005, -98.456687 29.4294035)",,Blaine Street,,,,,,
149709739,149590436,0,15143863,residential,,False,True,140.1375303882642,"LINESTRING (-98.4581194 29.4294005, -98.4595664 29.4293975)",,Blaine Street,,,,,,
149709739,149898928,0,15160843,residential,,False,False,91.90281017866883,"LINESTRING (-98.4581194 29.4294005, -98.4581182 29.430227)",,Lockhart Street,,,,,,
149709739,149839339,0,15160843,residential,,False,True,47.491455807033105,"LINESTRING (-98.4581194 29.4294005, -98.45812 29.4289734)",,Lockhart Street,,,,,,
149709886,1547031880,0,15143876,secondary,4,False,False,72.04348290028108,"LINESTRING (-98.4732617 29.4205011, -98.4732634 29.421149)",,North Hackberry Street,,,,,,
149709886,10168303184,0,15145017,secondary,4,False,False,32.34685866418544,"LINESTRING (-98.4732617 29.4205011, -98.4732629 29.4202102)",,South Hackberry Street,,,,,,
149709886,10168303187,0,154277485,primary,4,False,True,23.636161906620835,"LINESTRING (-98.4732617 29.4205011, -98.4730257 29.420447)",,East Commerce Street,,,,,,
149709886,11250560699,0,169549417,primary,4,False,False,111.72661275739443,"LINESTRING (-98.4732617 29.4205011, -98.4743816 29.420742)",,East Commerce Street,,,,,,
149709892,149709895,0,15143876,secondary,4,False,False,17.56882322857167,"LINESTRING (-98.4732638 29.422877, -98.4732638 29.423035)",,North Hackberry Street,,,,,,
149709892,1547031652,0,15143876,secondary,4,False,True,47.14671649356419,"LINESTRING (-98.4732638 29.422877, -98.4732637 29.422453)",,North Hackberry Street,,,,,,
149709892,149892005,0,15183520,service,,False,True,143.19854764876524,"LINESTRING (-98.4732638 29.422877, -98.4747423 29.422883)",,Chase Alley,,,alley,,,
149709895,149709899,0,15143876,secondary,4,False,False,32.91374620735528,"LINESTRING (-98.4732638 29.423035, -98.4732639 29.423331)",,North Hackberry Street,,,,,,
149709895,149709892,0,15143876,secondary,4,False,True,17.56882322857167,"LINESTRING (-98.4732638 29.423035, -98.4732638 29.422877)",,North Hackberry Street,,,,,,
149709895,150120964,0,15186715,service,,False,False,55.187139449836735,"LINESTRING (-98.4732638 29.423035, -98.472694 29.423033)",,Arabella Alley,,,alley,,,
149709899,149709903,0,15143876,secondary,4,False,False,46.813130248372275,"LINESTRING (-98.4732639 29.423331, -98.4732639 29.423752)",,North Hackberry Street,,,,,,
149709899,149709895,0,15143876,secondary,4,False,True,32.91374620735528,"LINESTRING (-98.4732639 29.423331, -98.4732638 29.423035)",,North Hackberry Street,,,,,,
149709899,149844870,0,15152080,service,,False,True,142.18467578474448,"LINESTRING (-98.4732639 29.423331, -98.4747319 29.42332)",,Armstrong Place,,,alley,,,
149709903,149709906,0,15143876,secondary,4,False,False,73.72234305326587,"LINESTRING (-98.4732639 29.423752, -98.4732641 29.424415)",,North Hackberry Street,,,,,,
149709903,149709899,0,15143876,secondary,4,False,True,46.813130248372275,"LINESTRING (-98.4732639 29.423752, -98.4732639 29.423331)",,North Hackberry Street,,,,,,
149709903,8295427169,0,156137179,residential,,False,False,19.709421526266997,"LINESTRING (-98.4732639 29.423752, -98.4730604 29.4237523)",,East Crockett Street,,,,,,
149709903,149872444,0,156137179,residential,,False,True,143.38728646094657,"LINESTRING (-98.4732639 29.423752, -98.4747443 29.4237652)",,East Crockett Street,,,,,,
149709906,149709909,0,15143876,secondary,4,False,False,72.05441490474186,"LINESTRING (-98.4732641 29.424415, -98.4732642 29.425063)",,North Hackberry Street,,,,,,
149709906,149709903,0,15143876,secondary,4,False,True,73.72234305326587,"LINESTRING (-98.4732641 29.424415, -98.4732639 29.423752)",,North Hackberry Street,,,,,,
149709906,149892007,0,15157868,residential,,False,True,142.2387878861459,"LINESTRING (-98.4732641 29.424415, -98.4747327 29.424407)",,Glorietta Street,,,,,,
149709906,8432546997,0,908149853,service,,False,False,46.60501265902038,"LINESTRING (-98.4732641 29.424415, -98.4727829 29.4244141)",,,,,,,,
149709909,8548113709,0,15143876,secondary,4,False,False,55.742096311892546,"LINESTRING (-98.4732642 29.425063, -98.4732643 29.4255643)",,North Hackberry Street,,,,,,
149709909,149709906,0,15143876,secondary,4,False,True,72.05441490474186,"LINESTRING (-98.4732642 29.425063, -98.4732641 29.424415)",,North Hackberry Street,,,,,,
149709909,8646726383,0,156137181,secondary,,False,False,41.27465196371545,"LINESTRING (-98.4732642 29.425063, -98.4728381 29.4250696)",,East Houston Street,,,,,,
149709909,8186722229,0,156137181,secondary,,False,True,107.59204483121624,"LINESTRING (-98.4732642 29.425063, -98.4743751 29.4250601)",,East Houston Street,,,,,,
149709916,6660803854,0,15143876,secondary,4,False,False,52.18396153790003,"LINESTRING (-98.4732644 29.426332, -98.4732655 29.4268013)",,North Hackberry Street,,,,,,
149709916,1160027924,0,15143876,secondary,4,False,True,58.521973365400974,"LINESTRING (-98.4732644 29.426332, -98.4732643 29.4258057)",,North Hackberry Street,,,,,,
149709916,149626792,0,336158846,residential,,False,False,144.0444474035697,"LINESTRING (-98.4732644 29.426332, -98.4717771 29.426331)",,Dawson Street,,,,,,
149709916,149892016,0,336158846,residential,,False,True,142.35062508729817,"LINESTRING (-98.4732644 29.426332, -98.4747342 29.426327)",,Dawson Street,,,,,,
149709918,1796728788,0,15143876,secondary,4,False,False,69.60812308446654,"LINESTRING (-98.4732646 29.42695, -98.4732647 29.427576)",,North Hackberry Street,,,,,,
149709918,6660803854,0,15143876,secondary,4,False,True,16.534938694712217,"LINESTRING (-98.4732646 29.42695, -98.4732655 29.4268013)",,North Hackberry Street,,,,,,
149709918,149738240,0,15145614,service,,False,True,142.33761918709067,"LINESTRING (-98.4732646 29.42695, -98.4743489 29.4269578, -98.4744155 29.4269589, -98.4744538 29.4269593, -98.4745404 29.4269603, -98.4747342 29.4269631)",,Booker Alley,,,alley,,,
149709932,149589345,0,15143876,secondary,4,False,False,68.67408439056324,"LINESTRING (-98.4732653 29.4308051, -98.4732654 29.4314227)",,North Hackberry Street,,,,,,
149709932,1796728872,0,15143876,secondary,4,False,True,68.95207209752064,"LINESTRING (-98.4732653 29.4308051, -98.4732652 29.430185)",,North Hackberry Street,,,,,,
149709932,149626807,0,15146715,service,,False,False,144.44364513878122,"LINESTRING (-98.4732653 29.4308051, -98.4717739 29.430791)",,Fayn Way,,,alley,,,
149709932,149756500,0,15146715,service,,False,True,142.585476504457,"LINESTRING (-98.4732653 29.4308051, -98.4747376 29.4308066)",,Fayn Way,,,alley,,,
149709935,8295770261,0,15143876,secondary,4,False,False,70.38648866324192,"LINESTRING (-98.4732659 29.433937, -98.473266 29.43457)",,North Hackberry Street,,,,,,
149709935,8179119251,0,15143876,secondary,4,False,True,80.80546966426863,"LINESTRING (-98.4732659 29.433937, -98.4732657 29.4332103)",,North Hackberry Street,,,,,,
149709935,149891103,0,100329936,residential,,False,False,51.220036009514686,"LINESTRING (-98.4732659 29.433937, -98.472737 29.433938)",,Sherman Street,,,,,,
149709935,8295770263,0,100329936,residential,,False,True,31.90987945203645,"LINESTRING (-98.4732659 29.433937, -98.4735954 29.4339383)",,Sherman Street,,,,,,
149709938,8295770261,0,15143876,secondary,4,False,True,75.61265755308366,"LINESTRING (-98.4732661 29.43525, -98.473266 29.43457)",,North Hackberry Street,,,,,,
149709938,149837019,0,15151567,residential,,False,False,51.045424236609435,"LINESTRING (-98.4732661 29.43525, -98.472739 29.435248)",,Milam,,,,,,
149709938,149709947,0,15143876,secondary,4,False,False,148.77902548810545,"LINESTRING (-98.4732661 29.43525, -98.4732664 29.4363452, -98.4732664 29.4363752, -98.4732664 29.4363991, -98.4732664 29.4364225, -98.4732664 29.4364646, -98.4732664 29.4364995, -98.4732664 29.4365405, -98.4732664 29.436588)",,North Hackberry Street,,,,,,
149709947,149709956,0,15143876,secondary,4,False,False,61.49088206183733,"LINESTRING (-98.4732664 29.436588, -98.4732665 29.437141)",,North Hackberry Street,,,,,,
149709947,8295568076,0,15149307,residential,,False,True,75.59963418373036,"LINESTRING (-98.4732664 29.436588, -98.474047 29.4365969)",,Duval Street,,,,,,
149709947,149709938,0,15143876,secondary,4,False,True,148.77902548810542,"LINESTRING (-98.4732664 29.436588, -98.4732664 29.4365405, -98.4732664 29.4364995, -98.4732664 29.4364646, -98.4732664 29.4364225, -98.4732664 29.4363991, -98.4732664 29.4363752, -98.4732664 29.4363452, -98.4732661 29.43525)",,North Hackberry Street,,,,,,
149709947,149626837,0,15149307,residential,,False,False,144.5590535325588,"LINESTRING (-98.4732664 29.436588, -98.472737 29.436584, -98.472267 29.436589, -98.471916 29.436601, -98.471839 29.436621, -98.471778 29.436629)",,Duval Street,,,,,,
149709956,11733527941,0,15143876,secondary,4,False,False,34.25920666415967,"LINESTRING (-98.4732665 29.437141, -98.4732666 29.4374491)",,North Hackberry Street,,,,,,
149709956,149709947,0,15143876,secondary,4,False,True,61.49088206183733,"LINESTRING (-98.4732665 29.437141, -98.4732664 29.436588)",,North Hackberry Street,,,,,,
149709956,11733527938,0,15167718,residential,,False,False,42.44644333078307,"LINESTRING (-98.4732665 29.437141, -98.4728282 29.4371445)",,Brooks Street,,,,,,
149709960,149626843,0,1042225508,secondary,2,True,False,122.09931469840173,"LINESTRING (-98.4730278 29.4379172, -98.471767 29.437907)",,Interstate 35 North,,,,,,
149711555,6924402831,0,104551862,residential,,False,False,40.25743798418781,"LINESTRING (-98.441798 29.409443, -98.4413824 29.4094436)",,Yucca Street,,,,,,
149711555,149718906,0,104551862,residential,,False,True,37.30390190106935,"LINESTRING (-98.441798 29.409443, -98.442183 29.409435)",,Yucca Street,,,,,,
149711555,149711574,0,15143964,residential,,False,False,89.23891328522201,"LINESTRING (-98.441798 29.409443, -98.441794 29.409351, -98.441785 29.409294, -98.441762 29.409245, -98.441716 29.409188, -98.441656 29.409151, -98.441572 29.409114, -98.441498 29.409073, -98.441208 29.408897)",,Hampton Street,,,,,,
149711574,149711576,0,15143964,residential,,False,False,98.54813901793594,"LINESTRING (-98.441208 29.408897, -98.440358 29.40841)",,Hampton Street,,,,,,
149711574,149711555,0,15143964,residential,,False,True,89.23891328522203,"LINESTRING (-98.441208 29.408897, -98.441498 29.409073, -98.441572 29.409114, -98.441656 29.409151, -98.441716 29.409188, -98.441762 29.409245, -98.441785 29.409294, -98.441794 29.409351, -98.441798 29.409443)",,Hampton Street,,,,,,
149711574,149834660,0,15169522,residential,,False,True,57.135921338984694,"LINESTRING (-98.441208 29.408897, -98.44113 29.408632, -98.441094 29.408485, -98.441079 29.408396)",,Twohig Avenue,,,,,,
149711576,149711574,0,15143964,residential,,False,True,98.54813901793594,"LINESTRING (-98.440358 29.40841, -98.441208 29.408897)",,Hampton Street,,,,,,
149711576,149532274,0,"[15143964, 15132701]",residential,,False,"[False, True]",334.0551622011865,"LINESTRING (-98.440358 29.40841, -98.440053 29.408232, -98.439307 29.407761, -98.439224 29.407703, -98.439191 29.407666, -98.439182 29.407626, -98.439187 29.407577, -98.439267 29.407471, -98.439299 29.407451, -98.43936 29.407443, -98.44101 29.407442)",,"['Hampton Street', 'G Street']",,,,,,
149711576,149834665,0,15151427,residential,,False,False,139.23075037619648,"LINESTRING (-98.440358 29.40841, -98.440238 29.408416, -98.439141 29.408416, -98.438921 29.408423)",,F Street,,,,,,
149711576,149834660,0,15151427,residential,,False,True,69.87433343889565,"LINESTRING (-98.440358 29.40841, -98.440527 29.408401, -98.441079 29.408396)",,F Street,,,,,,
149712163,149542095,0,15144008,residential,,False,False,90.07801278567068,"LINESTRING (-98.444669 29.433158, -98.444347 29.433918)",,Hamel Avenue,,,,,,
149712163,3265421009,0,353258380,residential,,False,False,10.201187861561813,"LINESTRING (-98.444669 29.433158, -98.4445699 29.4331269)",,Rotary,,,,,,
149712163,150008273,0,353258380,residential,,False,True,112.36248513961182,"LINESTRING (-98.444669 29.433158, -98.445754 29.433516)",,Rotary,,,,,,
149714222,149859202,0,15152975,residential,,False,False,47.68094086775488,"LINESTRING (-98.431927 29.417253, -98.431762 29.416849)",,Nellina Street,,,,,,
149714222,149859200,0,15152975,residential,,False,True,150.0551548111516,"LINESTRING (-98.431927 29.417253, -98.432454 29.418522)",,Nellina Street,,,,,,
149714222,6452683405,0,15144133,residential,,False,False,404.70080183989097,"LINESTRING (-98.431927 29.417253, -98.429107 29.418009, -98.429059 29.418022, -98.428356 29.41821, -98.428303 29.418233, -98.428263 29.418258, -98.428232 29.418289, -98.428216 29.418327, -98.428213 29.418362, -98.428216 29.418391, -98.428234 29.418435, -98.428267 29.418473, -98.4283142 29.4185023)",,Da Foste Avenue,,,,,,
149714260,149714275,0,15144133,residential,,False,False,120.0681282718318,"LINESTRING (-98.428907 29.41887, -98.428949 29.418897, -98.428989 29.418948, -98.429091 29.419106, -98.429214 29.41925, -98.429304 29.419336, -98.429722 29.419672)",,Da Foste Avenue,,,,,,
149714260,6452683405,0,15144133,residential,,False,True,70.48677074846286,"LINESTRING (-98.428907 29.41887, -98.4284074 29.4185601, -98.4283142 29.4185023)",,Da Foste Avenue,,,,,,
149714260,149811996,0,15149949,residential,,False,True,325.7805299773456,"LINESTRING (-98.428907 29.41887, -98.429902 29.418593, -98.431246 29.418232, -98.431329 29.418218, -98.431357 29.418221, -98.431384 29.41823, -98.431408 29.418245, -98.431426 29.418267, -98.431546 29.418562, -98.43167 29.418848)",,Marmok Avenue,,,,,,
149714275,149811996,0,15170160,residential,,False,True,209.74694967861967,"LINESTRING (-98.429722 29.419672, -98.43167 29.418848)",,Hub Avenue,,,,,,
149714275,149714286,0,15144133,residential,,False,False,87.86427790743254,"LINESTRING (-98.429722 29.419672, -98.430016 29.419905, -98.430093 29.419982, -98.430161 29.420065, -98.430292 29.420276)",,Da Foste Avenue,,,,,,
149714275,149714260,0,15144133,residential,,False,True,120.0681282718318,"LINESTRING (-98.429722 29.419672, -98.429304 29.419336, -98.429214 29.41925, -98.429091 29.419106, -98.428989 29.418948, -98.428949 29.418897, -98.428907 29.41887)",,Da Foste Avenue,,,,,,
149714286,149604596,0,15144133,residential,,False,False,83.54144034282544,"LINESTRING (-98.430292 29.420276, -98.430702 29.420937)",,Da Foste Avenue,,,,,,
149714286,149714275,0,15144133,residential,,False,True,87.86427790743254,"LINESTRING (-98.430292 29.420276, -98.430161 29.420065, -98.430093 29.419982, -98.430016 29.419905, -98.429722 29.419672)",,Da Foste Avenue,,,,,,
149714286,149817809,0,15150375,residential,,False,True,348.4056890002678,"LINESTRING (-98.430292 29.420276, -98.432678 29.419261, -98.432848 29.419195, -98.433548 29.418947)",,Edna Avenue,,,,,,
149714328,6915796746,0,244306306,primary,4,False,False,8.425765062996483,"LINESTRING (-98.431814 29.421885, -98.4318922 29.4218518)",,East Commerce Street,,,,,,
149714328,6130925325,0,15144133,residential,,False,True,50.44590459705282,"LINESTRING (-98.431814 29.421885, -98.431704 29.421714, -98.431584 29.421501, -98.4315704 29.4214844)",,Da Foste Avenue,,,,,,
149714328,6660736011,0,"[244306305, 244306306, 157389483]",primary,4,False,True,228.88681515203487,"LINESTRING (-98.431814 29.421885, -98.4314769 29.4220283, -98.43021 29.4225722, -98.429692 29.422791)",,East Commerce Street,yes,,,,,
149714337,11007683859,0,100117994,secondary,4,False,False,11.96484186671423,"LINESTRING (-98.4610469 29.4280948, -98.4610477 29.4279872)",,North New Braunfels Avenue,,30 mph,,,,
149714337,149781594,0,100117994,secondary,4,False,True,97.59594853094207,"LINESTRING (-98.4610469 29.4280948, -98.4610476 29.4289725)",,North New Braunfels Avenue,,30 mph,,,,
149714337,149590450,0,15144135,residential,,False,False,147.86087538338666,"LINESTRING (-98.4610469 29.4280948, -98.4609709 29.4280943, -98.4595202 29.4281025)",,Blue Bonnet Street,,,,,,
149714341,149590450,0,15144135,residential,,False,True,149.06831006893734,"LINESTRING (-98.457981 29.428102, -98.4595202 29.4281025)",,Blue Bonnet Street,,,,,,
149714341,149839341,0,15160844,residential,,False,False,96.92000599159059,"LINESTRING (-98.457981 29.428102, -98.457988 29.4289736)",,Lockhart Street,,,,,,
149714341,149642585,0,15144135,residential,,False,False,147.68456540925638,"LINESTRING (-98.457981 29.428102, -98.4579282 29.4281023, -98.4565324 29.428107, -98.4564561 29.4281073)",,Blue Bonnet Street,,,,,,
149714341,11158065225,0,15160844,residential,,False,True,58.88894521892307,"LINESTRING (-98.457981 29.428102, -98.4579809 29.4280293, -98.4579804 29.4275724)",,Lockhart Street,,,,,,
149714349,149714351,0,15144137,residential,,False,False,105.65381400165087,"LINESTRING (-98.454143 29.4279241, -98.4530521 29.4279303)",,Blue Bonnet Street,,,,,,
149714349,149642582,0,15144137,residential,,False,True,223.86730699463718,"LINESTRING (-98.454143 29.4279241, -98.4564545 29.4279345)",,Blue Bonnet Street,,,,,,
149714349,149854005,0,15152634,residential,,False,False,57.38807772014232,"LINESTRING (-98.454143 29.4279241, -98.4541449 29.4284402)",,North Mittman Street,,,,,,
149714349,149854004,0,15152634,residential,,False,True,56.053776369836186,"LINESTRING (-98.454143 29.4279241, -98.454141 29.42742)",,North Mittman Street,,,,,,
149714351,11149071332,0,15144137,residential,,False,False,27.32142010257522,"LINESTRING (-98.4530521 29.4279303, -98.45277 29.4279319)",,Blue Bonnet Street,,,,,,
149714351,149714349,0,15144137,residential,,False,True,105.65381400165087,"LINESTRING (-98.4530521 29.4279303, -98.454143 29.4279241)",,Blue Bonnet Street,,,,,,
149714351,149956758,0,15182913,residential,,False,False,57.121863601922705,"LINESTRING (-98.4530521 29.4279303, -98.4530555 29.428444)",,Hudson Street,,,,,,
149714351,11149071330,0,15182913,residential,,False,True,21.538855694717956,"LINESTRING (-98.4530521 29.4279303, -98.4530508 29.4277366)",,Hudson Street,,,,,,
149714355,11149071333,0,15144137,residential,,False,True,25.636226193557427,"LINESTRING (-98.452227 29.427935, -98.4524917 29.4279335)",,Blue Bonnet Street,,,,,,
149714355,149677216,0,156137202,secondary,,False,False,17.79780217940386,"LINESTRING (-98.452227 29.427935, -98.452222 29.428095)",,North Walters Street,,,,,,
149714355,149806241,0,156137202,secondary,,False,True,56.26546253119015,"LINESTRING (-98.452227 29.427935, -98.45223 29.427429)",,North Walters Street,,,,,,
149715059,149606864,0,15144205,residential,,False,True,200.41572756323768,"LINESTRING (-98.447226 29.410408, -98.449295 29.410399)",,Sidney Street,,,,,,
149715059,149769322,0,15180772,residential,,False,False,58.939842059358845,"LINESTRING (-98.447226 29.410408, -98.447217 29.409878)",,Hallie Avenue,,,,,,
149715059,149687444,0,15180772,residential,,False,True,27.58250451735003,"LINESTRING (-98.447226 29.410408, -98.447232 29.410656)",,Hallie Avenue,,,,,,
149715934,149715938,0,15144265,residential,,False,False,88.73367681192526,"LINESTRING (-98.442473 29.416356, -98.442473 29.415558)",,Ambrosia Avenue,,,,,,
149715934,149549076,0,15144265,residential,,False,True,40.2527368426879,"LINESTRING (-98.442473 29.416356, -98.442472 29.416718)",,Ambrosia Avenue,,,,,,
149715934,8186188498,0,15144778,residential,,False,False,223.65166074340485,"LINESTRING (-98.442473 29.416356, -98.440961 29.416355, -98.440789 29.416344, -98.44062 29.416318, -98.440456 29.416276, -98.440297 29.416219, -98.4402001 29.4161735)",,Baxter Avenue,,,,,,
149715938,149715934,0,15144265,residential,,False,True,88.73367681192526,"LINESTRING (-98.442473 29.415558, -98.442473 29.416356)",,Ambrosia Avenue,,,,,,
149715938,150019247,0,"[15144265, 15180275]",residential,,False,False,310.17799424158363,"LINESTRING (-98.442473 29.415558, -98.442473 29.415003, -98.442462 29.414924, -98.442435 29.414834, -98.442382 29.41475, -98.442358 29.414723, -98.442302 29.414672, -98.442238 29.41463, -98.442169 29.414602, -98.44209 29.414582, -98.441986 29.414575, -98.441901 29.414585, -98.440271 29.41503)",,"['Fargo Avenue', 'Ambrosia Avenue']",,,,,,
149715938,150019247,1,15165490,residential,,False,False,242.19017285272804,"LINESTRING (-98.442473 29.415558, -98.44107 29.415555, -98.440993 29.415558, -98.440917 29.415555, -98.440841 29.415544, -98.440767 29.415526, -98.440695 29.415501, -98.440627 29.415471, -98.440563 29.415434, -98.440503 29.415391, -98.440449 29.415343, -98.440401 29.415291, -98.44036 29.415234, -98.440325 29.415174, -98.440271 29.41503)",,Drew Avenue,,,,,,
149715985,149937392,0,168952844,secondary,,False,False,66.74713737734302,"LINESTRING (-98.44283 29.413381, -98.442141 29.413391)",,Martin Luther King Drive,,,,,,
149715985,149625580,0,"[15144267, 15161755]",residential,,False,True,326.0516723169809,"LINESTRING (-98.44283 29.413381, -98.442833 29.413733, -98.442833 29.413746, -98.442828 29.413787, -98.44279 29.413839, -98.442753 29.413872, -98.442697 29.4139, -98.440102 29.414585)",,"['Aransas Avenue', 'Ambrosia Avenue']",,,,,,
149715985,8430598967,0,168952844,secondary,,False,True,141.54775626002686,"LINESTRING (-98.44283 29.413381, -98.443091 29.413378, -98.443597 29.413372, -98.4442912 29.4133637)",,Martin Luther King Drive,,,,,,
149716083,149975214,0,15161755,residential,,False,False,153.13959209026189,"LINESTRING (-98.435265 29.415903, -98.436774 29.415492)",,Aransas Avenue,,,,,,
149716083,150091016,0,15183344,residential,,False,True,52.094204300538976,"LINESTRING (-98.435265 29.415903, -98.43544 29.416346)",,Gay Boulevard,,,,,,
149716083,149639761,0,15144278,residential,,False,False,173.6878108502035,"LINESTRING (-98.435265 29.415903, -98.435102 29.415905, -98.434867 29.415903, -98.434509 29.415903, -98.434364 29.415919, -98.433473 29.415922)",,Bundy Street,,,,,,
149716083,149639754,0,15161755,residential,,False,True,181.62893565797597,"LINESTRING (-98.435265 29.415903, -98.43508 29.415953, -98.433478 29.416398)",,Aransas Avenue,,,,,,
149718508,3640032221,0,15144372,residential,,False,False,92.93879943855957,"LINESTRING (-98.4470661 29.4182455, -98.446684 29.418286, -98.446633 29.418292, -98.446434 29.418338, -98.446326 29.418375, -98.4461449 29.4184514)",,Del Rio Street,,,,,,
149718508,149845888,0,15159780,residential,,False,False,73.10674936796485,"LINESTRING (-98.4470661 29.4182455, -98.4470398 29.418155, -98.4470323 29.4180723, -98.4470425 29.417995, -98.4470668 29.4179222, -98.4471214 29.4178407, -98.4472716 29.4176477)",,South Mel Waiters Way,,,,,,
149718508,8178538981,0,15159780,residential,,False,True,23.384501211618666,"LINESTRING (-98.4470661 29.4182455, -98.4471166 29.4183315, -98.4471877 29.4184123, -98.4471976 29.4184205)",,South Mel Waiters Way,,,,,,
149718541,3640032223,0,15147685,residential,,False,False,4.648045325088019,"LINESTRING (-98.4444355 29.4186187, -98.4444358 29.4185769)",,Garcia Street,,,,,,
149718541,149773919,0,15147685,residential,,False,True,45.99572212305743,"LINESTRING (-98.4444355 29.4186187, -98.444416 29.419032)",,Garcia Street,,,,,,
